action_id_decimal,action_id_hex,action_name,target_side,target_scope,formation_class,operation_type,has_sp_bact,trigger_class,camera_cpp_behavior,call_rule,param5_rule,confidence,direct_selector_suppressed,direct_tracking_rng_count,membership_tracking_source_count,membership_nontracking_source_count
266,0x10a,れんごくかえん,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,12
267,0x10b,つめたいいき,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
268,0x10c,こおりのいき,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,8
269,0x10d,こごえるふぶき,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,9
270,0x10e,かがやくいき,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,10
271,0x10f,もうどくのきり,opponent,all_on_side,opponent_all,6,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,4
272,0x110,やけつくいき,opponent,all_on_side,opponent_all,24,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,10
273,0x111,マヒ攻撃,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,5,0
274,0x112,こんらん攻撃,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,1,2
275,0x113,もうどく攻撃,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,3,0
276,0x114,アイスジャベリン,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
277,0x115,岩投げ,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,2
278,0x116,スカッドミサイル,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
279,0x117,かえん[斬/ぎ]り,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,2,0
280,0x118,マヒャド[斬/ぎ]り,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,3,0
281,0x119,吸血,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,2,0
282,0x11a,きゅうしょ攻撃,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,1,0
283,0x11b,キャノン[砲/ほう],opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
284,0x11c,バードカッター,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
285,0x11d,いなずま,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
286,0x11e,いなずま,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
287,0x11f,じばく,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
288,0x120,じばく,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
289,0x121,地走り,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
290,0x122,じひびき,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,7
291,0x123,ビーム攻撃,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
292,0x124,さみだれぎり,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,6
293,0x125,マデュライトビーム,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
294,0x126,おしつぶす,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
295,0x127,もうどく[弾/だん],opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,2
296,0x128,トゲミサイル,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,2
297,0x129,スライムシャワー,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,4
298,0x12a,メラストーム,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
299,0x12b,氷おとし,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
300,0x12c,しんくうは,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
301,0x12d,ロケットランチャー,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
302,0x12e,矢嵐,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,2
303,0x12f,波動砲攻撃,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
304,0x130,ジゴスパーク,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
305,0x131,ギガスラッシュ,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
306,0x132,のしかかる,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,2
307,0x133,笑いながら攻撃,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,2,0
308,0x134,ボディアタック,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,3,0
309,0x135,ツメできりさく,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,2,10
310,0x136,ツメを振り回す,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,3,0
311,0x137,いきりたって攻撃,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,3,2
312,0x138,飛びかかる,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,1,3
313,0x139,弓矢うち,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
314,0x13a,はげしく斬りつける,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,2,3
315,0x13b,かみつく,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,1,5
316,0x13c,ふみつけ,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,4
317,0x13d,はりたおす,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,3,0
318,0x13e,Ｗアタック,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,2,0
319,0x13f,せかいじゅのは,ally,single,ally_single,18,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
320,0x140,メガザルダンス,ally,all_on_side,ally_all,33,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,2
321,0x141,ふしぎなおどり,opponent,single,opponent_single_formation_ignored,57,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
322,0x142,ふしぎなおどり,opponent,single,opponent_single_formation_ignored,57,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
323,0x143,すなけむり,opponent,all_on_side,opponent_all,19,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,4
324,0x144,ねんえき,opponent,single,opponent_single_formation_ignored,5,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
325,0x145,ねんまく[弾/だん],opponent,all_on_side,opponent_all,5,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,2
326,0x146,かすみがくれ,ally,self,self,25,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
327,0x147,すみ攻撃,opponent,single,opponent_single_formation_ignored,19,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
328,0x148,まぶしいひかり,opponent,all_on_side,opponent_all,19,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,6
329,0x149,うけながし,ally,self,self,0,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
330,0x14a,Egg On x2,ally,actor_specific,special_or_context,15,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
331,0x14b,名称未登録,opponent,single,opponent_single_formation_ignored,10,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
332,0x14c,名称未登録,opponent,all_on_side,opponent_all,10,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
333,0x14d,Lob Rope,opponent,single,opponent_single_formation_ignored,10,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
334,0x14e,名称未登録,opponent,single,opponent_single_formation_ignored,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,3,0
335,0x14f,名称未登録,opponent,all_on_side,opponent_all,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
336,0x150,Miss & Fall,opponent,single,opponent_single_formation_ignored,0,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,7,0
337,0x151,Tension 50,ally,self,self,15,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
338,0x152,名称未登録,ally,self,self,15,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
339,0x153,(46/256) [0F2] Call For Backup,ally,group,ally_group,58,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
342,0x156,名称未登録,ally,self,self,60,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,0
343,0x157,名称未登録,ally,self,self,60,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,0
344,0x158,Call For Backup (winkster),ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
345,0x159,Call For Backup (badger mager),ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
346,0x15a,Call For Backup (badja),ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,2
347,0x15b,Call For Backup (healslime),ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,2
348,0x15c,名称未登録,ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,0
349,0x15d,Call For Backup (cureslime),ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
350,0x15e,名称未登録,ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
351,0x15f,名称未登録,ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,2
352,0x160,Call For Backup (live lava),ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
353,0x161,名称未登録,ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,2
354,0x162,名称未登録,ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,0
356,0x164,名称未登録,ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,0
358,0x166,名称未登録,ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
359,0x167,名称未登録,ally,self,self,12,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
360,0x168,Can't Make Up Mind,ally,self,self,0,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
361,0x169,(48/256) [133] (1),ally,self,self,0,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
362,0x16a,(58/256) [0E1] Flee,ally,self,self,0,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,1
363,0x16b,(42/256) [150] (1) Miss & Fall,ally,self,self,0,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,4
364,0x16c,Fluff Around,ally,self,self,0,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,2
365,0x16d,名称未登録,ally,self,self,0,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
366,0x16e,Assess Situation,ally,self,self,0,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,6
367,0x16f,名称未登録,ally,self,self,0,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
368,0x170,名称未登録,ally,self,self,0,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,3
369,0x171,名称未登録,opponent,all_on_side,opponent_all,1,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
370,0x172,名称未登録,opponent,all_on_side,opponent_all,1,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
371,0x173,さじんのヤリ,opponent,all_on_side,opponent_all,19,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
372,0x174,名称未登録,opponent,group,opponent_group,1,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
373,0x175,名称未登録,opponent,group,opponent_group,1,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
374,0x176,ストロスの[杖/つえ],ally,all_on_side,ally_all,20,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
375,0x177,名称未登録,opponent,group,opponent_group,1,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
376,0x178,マグマの[杖/つえ],opponent,all_on_side,opponent_all,1,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
377,0x179,名称未登録,opponent,group,opponent_group,1,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
378,0x17a,スーンスタッフ,ally,single,ally_single,4,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
379,0x17b,ウィザードスタッフ,ally,group,ally_group,4,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
380,0x17c,まてきの[杖/つえ],opponent,group,opponent_group,10,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
381,0x17d,ガナンのおうしゃく,opponent,group,opponent_group,22,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
382,0x17e,名称未登録,ally,single,ally_single,23,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
383,0x17f,ドラゴンの[杖/つえ],opponent,all_on_side,opponent_all,1,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
384,0x180,名称未登録,opponent,all_on_side,opponent_all,49,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
385,0x181,名称未登録,ally,self,self,55,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
386,0x182,名称未登録,opponent,single,opponent_single_formation_ignored,1,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,false,0,0,0
387,0x183,きりんのおうぎ,ally,single,ally_single,2,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,false,0,0,0
388,0x184,名称未登録,opponent,group,opponent_group,1,false,runtime_membership_or_none,state_dependent,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,candidate_requires_runtime_membership,,,0,0
389,0x185,ケイロンの[弓/ゆみ],ally,all_on_side,ally_all,2,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
390,0x186,ほのおの[盾/たて],ally,all_on_side,ally_all,61,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
391,0x187,こおりの[盾/たて],ally,all_on_side,ally_all,62,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
392,0x188,ふうじんの[盾/たて],ally,self,self,32,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
393,0x189,混乱麻痺,ally,self,self,2,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
394,0x18a,おやぶんの[盾/たて],opponent,single,opponent_single_formation_ignored,4,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
395,0x18b,[大/おお]おやぶんの[盾/たて],opponent,group,opponent_group,4,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
396,0x18c,名称未登録,ally,group,ally_group,22,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
397,0x18d,いのりのゆびわ,ally,self,self,26,true,action_bact_then_selector,free_camera_candidate,trigger source AND not selector-suppressed/reset-only,turnActionIndex==0 OR later-action exception,confirmed_fixed_data,true,0,0,0
