ID,Model ID,Japanese,English,Spanish,French,German,Italian,ROM Radius Record Index,ROM Model ID,Model ID Match,Radius Source,Radius Source Hex,Battle Radius,Battle Radius Hex
0279,b107a,ムドー,Murdaw,Murdaw,Meurtor,Mordar,Lacertow,378,b107a,1,2560,0x0a00,10240,0x2800
027a,b107a,ムドー,Murdaw,Murdaw,Meurtor,Mordar,Lacertow,379,b107a,1,2560,0x0a00,10240,0x2800
027b,b107a,ムドー,Murdaw,Murdaw,Meurtor,Mordar,Lacertow,380,b107a,1,2560,0x0a00,10240,0x2800
027c,b107a,ムドー,Murdaw,Murdaw,Meurtor,Mordar,Lacertow,381,b107a,1,2560,0x0a00,10240,0x2800
027d,b107a,ムドー,Murdaw,Murdaw,Meurtor,Mordar,Lacertow,382,b107a,1,2560,0x0a00,10240,0x2800
027e,b108a,デスタムーア,Mortamor,Mortamor,Mortamor,Mortamor,Moltomort,383,b108a,1,3072,0x0c00,12288,0x3000
027f,b108a,デスタムーア,Mortamor,Mortamor,Mortamor,Mortamor,Moltomort,384,b108a,1,3072,0x0c00,12288,0x3000
0280,b108a,デスタムーア,Mortamor,Mortamor,Mortamor,Mortamor,Moltomort,385,b108a,1,3072,0x0c00,12288,0x3000
0281,b108a,デスタムーア,Mortamor,Mortamor,Mortamor,Mortamor,Moltomort,386,b108a,1,3072,0x0c00,12288,0x3000
0282,b108a,デスタムーア,Mortamor,Mortamor,Mortamor,Mortamor,Moltomort,387,b108a,1,3072,0x0c00,12288,0x3000
0283,b108a,デスタムーア,Mortamor,Mortamor,Mortamor,Mortamor,Moltomort,388,b108a,1,3072,0x0c00,12288,0x3000
0284,b109a,オルゴ・デミーラ,Orgodemir,Orgodemir,Orgodémir,Orgodemir,Granvert,389,b109a,1,4608,0x1200,18432,0x4800
0285,b109a,オルゴ・デミーラ,Orgodemir,Orgodemir,Orgodémir,Orgodemir,Granvert,390,b109a,1,4608,0x1200,18432,0x4800
0286,b109a,オルゴ・デミーラ,Orgodemir,Orgodemir,Orgodémir,Orgodemir,Granvert,391,b109a,1,4608,0x1200,18432,0x4800
0287,b109a,オルゴ・デミーラ,Orgodemir,Orgodemir,Orgodémir,Orgodemir,Granvert,392,b109a,1,4608,0x1200,18432,0x4800
0288,b109a,オルゴ・デミーラ,Orgodemir,Orgodemir,Orgodémir,Orgodemir,Granvert,393,b109a,1,4608,0x1200,18432,0x4800
0289,b110a,ドルマゲス,Dhoulmagus,Dhoulmagus,Dhoulmagus,Dhoulmagus,Dhoulmagus,394,b110a,1,4608,0x1200,18432,0x4800
028a,b110a,ドルマゲス,Dhoulmagus,Dhoulmagus,Dhoulmagus,Dhoulmagus,Dhoulmagus,395,b110a,1,4608,0x1200,18432,0x4800
028b,b110a,ドルマゲス,Dhoulmagus,Dhoulmagus,Dhoulmagus,Dhoulmagus,Dhoulmagus,396,b110a,1,4608,0x1200,18432,0x4800
028c,b110a,ドルマゲス,Dhoulmagus,Dhoulmagus,Dhoulmagus,Dhoulmagus,Dhoulmagus,397,b110a,1,4608,0x1200,18432,0x4800
028d,b110a,ドルマゲス,Dhoulmagus,Dhoulmagus,Dhoulmagus,Dhoulmagus,Dhoulmagus,398,b110a,1,4608,0x1200,18432,0x4800
028e,b111a,ラプソーン,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,399,b111a,1,5120,0x1400,20480,0x5000
028f,b111a,ラプソーン,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,400,b111a,1,5120,0x1400,20480,0x5000
0290,b111a,ラプソーン,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,401,b111a,1,5120,0x1400,20480,0x5000
0291,b111a,ラプソーン,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,402,b111a,1,5120,0x1400,20480,0x5000
0292,b111a,ラプソーン,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,403,b111a,1,5120,0x1400,20480,0x5000
0293,b111a,ラプソーン,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,404,b111a,1,5120,0x1400,20480,0x5000
0294,b111a,ラプソーン,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,Rhapthorne,405,b111a,1,5120,0x1400,20480,0x5000
02eb,b013a,魔教師エルシオン,Dreadmaster,Dire,Directueur,Grausige Pauker,Dyscyplos,406,b013a,1,2662,0x0a66,10648,0x2998
02ec,b020a,暗黒皇帝ガナサダイ,King Godwyn,rey König,roi Govin de Klenfer,König Gottfried,Imperatore Teufel,407,b020a,1,5324,0x14cc,21296,0x5330
02ed,b020a,暗黒皇帝ガナサダイ,King Godwyn,rey König,roi Govin de Klenfer,König Gottfried,Imperatore Teufel,408,b020a,1,5324,0x14cc,21296,0x5330
02ee,b021a,闇竜バルボロス,Barbarus,Fafnir,Barbarus,Barbarus,Barbarus,409,b021a,1,7987,0x1f33,31948,0x7ccc
02ef,b022a,堕天使エルギオス,Corvus,Luzbel,Corvus,Corvus,Corvus,410,b022a,1,2457,0x0999,9828,0x2664
02f0,b023a,堕天使エルギオス,Corvus,Luzbel,Corvus,Corvus,Corvus,411,b023a,1,4608,0x1200,18432,0x4800
02f1,b023a,堕天使エルギオス,Corvus,Luzbel,Corvus,Corvus,Corvus,412,b023a,1,4608,0x1200,18432,0x4800
02f2,b023a,堕天使エルギオス,Corvus,Luzbel,Corvus,Corvus,Corvus,413,b023a,1,4608,0x1200,18432,0x4800
02f3,b023a,堕天使エルギオス,Corvus,Luzbel,Corvus,Corvus,Corvus,414,b023a,1,4608,0x1200,18432,0x4800
02f4,b007b,破壊神フォロボス,Tyrannosaurus Wrecks,Cernunnos,Tyrannomort,Tyrannosaurus Hex,Tirannosaurus Max,415,b007b,1,3072,0x0c00,12288,0x3000
02f5,b007b,破壊神フォロボス,Tyrannosaurus Wrecks,Cernunnos,Tyrannomort,Tyrannosaurus Hex,Tirannosaurus Max,416,b007b,1,3072,0x0c00,12288,0x3000
02f6,b021b,グレイナル,Greygnarl,Dragris,Grizius,Graugnarz,Dragriphon,417,b021b,1,7987,0x1f33,31948,0x7ccc
02f7,b021b,グレイナル,Greygnarl,Dragris,Grizius,Graugnarz,Dragriphon,418,b021b,1,7987,0x1f33,31948,0x7ccc
02f8,b019b,名をうばわれし王,King Godfrey,rey Káiser,roi Godefroi de Klenfer,König Gottlieb,Re Goffredo,419,b019b,1,2662,0x0a66,10648,0x2998
02f9,b012c,フォロボシータ,Tyrannosaura Wrecks,Cernunnas,Tyrannamort,Tyrannosaura Hex,Tirannosaura Lex,420,b012c,1,3481,0x0d99,13924,0x3664
02fa,b007c,いにしえの魔神,Yore,Matasalén,Fourax,Megrusalem,Matsalem,421,b007c,1,3072,0x0c00,12288,0x3000
02fb,b007c,いにしえの魔神,Yore,Matasalén,Fourax,Megrusalem,Matsalem,422,b007c,1,3072,0x0c00,12288,0x3000
02fc,b018b,魔剣神レパルド,Excalipurr,Felinen,Charibaldi,Parserval,Bonapardus,423,b018b,1,2662,0x0a66,10648,0x2998
0301,b112a,ダークドレアム,Nokturnus,Nokturnus,Nokturnus,Nokturnus,Nokturnus,424,b112a,1,3072,0x0c00,12288,0x3000
0302,b112a,ダークドレアム,Nokturnus,Nokturnus,Nokturnus,Nokturnus,Nokturnus,425,b112a,1,3072,0x0c00,12288,0x3000
0303,b112a,ダークドレアム,Nokturnus,Nokturnus,Nokturnus,Nokturnus,Nokturnus,426,b112a,1,3072,0x0c00,12288,0x3000
0304,b112a,ダークドレアム,Nokturnus,Nokturnus,Nokturnus,Nokturnus,Nokturnus,427,b112a,1,3072,0x0c00,12288,0x3000
0305,b112a,ダークドレアム,Nokturnus,Nokturnus,Nokturnus,Nokturnus,Nokturnus,428,b112a,1,3072,0x0c00,12288,0x3000
0306,b112a,ダークドレアム,Nokturnus,Nokturnus,Nokturnus,Nokturnus,Nokturnus,429,b112a,1,3072,0x0c00,12288,0x3000
0307,b112a,ダークドレアム,Nokturnus,Nokturnus,Nokturnus,Nokturnus,Nokturnus,430,b112a,1,3072,0x0c00,12288,0x3000
0308,b108b,ひだりて,left claw,garra izquierda,griffe gauche,Linke Klaue,artiglio sinistro,431,b108b,1,1433,0x0599,5732,0x1664
0309,b108b,ひだりて,left claw,garra izquierda,griffe gauche,Linke Klaue,artiglio sinistro,432,b108b,1,1433,0x0599,5732,0x1664
030a,b108c,みぎて,right claw,garra derecha,griffe droite,Rechte Klaue,artiglio destro,433,b108c,1,1433,0x0599,5732,0x1664
030b,b108c,みぎて,right claw,garra derecha,griffe droite,Rechte Klaue,artiglio destro,434,b108c,1,1433,0x0599,5732,0x1664
0320,b300a,イザヤール,Aquila,Engel,Aquila,Aquila,Falko,435,b300a,1,1331,0x0533,5324,0x14cc
0321,b022a,堕天使エルギオス,Corvus,Luzbel,Corvus,Corvus,Corvus,436,b022a,1,2457,0x0999,9828,0x2664
0384,z060c,サンドバッグくん,,,,,,437,z060c,1,1433,0x0599,5732,0x1664
