action_id_decimal,action_id_hex,action_name,action_name_status,source_table,target_side_code,target_side,target_side_ja,target_scope_code,target_scope,target_scope_ja,formation_class,formation_class_ja,is_formation_ignored,is_formation_used,is_all_attack,is_all_targets_on_side,is_group_attack,is_opponent_only,is_ally_only,is_self_only,repeat_mode_code,operation_type,resource_cost,target_handler_judgment1,target_handler_judgment2,runtime_validation,classification_confidence
315,0x13b,かみつく,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
316,0x13c,ふみつけ,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
317,0x13d,はりたおす,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
318,0x13e,Ｗアタック,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
319,0x13f,せかいじゅのは,actname_indexed,b,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,18,0,16,16,not_observed,supported
320,0x140,メガザルダンス,actname_indexed,b,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,33,255,17,17,not_observed,supported
321,0x141,ふしぎなおどり,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,57,0,117,117,not_observed,supported
322,0x142,ふしぎなおどり,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,57,0,117,117,not_observed,supported
323,0x143,すなけむり,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,19,0,54,126,not_observed,supported
324,0x144,ねんえき,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,5,0,30,127,not_observed,supported
325,0x145,ねんまく[弾/だん],actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,5,0,32,128,not_observed,supported
326,0x146,かすみがくれ,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,25,0,129,129,not_observed,supported
327,0x147,すみ攻撃,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,19,0,130,130,not_observed,supported
328,0x148,まぶしいひかり,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,19,0,54,126,not_observed,supported
329,0x149,うけながし,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,78,78,not_observed,supported
330,0x14a,Egg On x2,monster_ai_join,b,2,ally,味方側,8,actor_specific,アクター固有,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,15,0,99,99,not_observed,supported
331,0x14b,名称未登録,monster_ai_join,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,10,0,77,77,not_observed,supported
332,0x14c,名称未登録,monster_ai_join,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,10,0,62,62,not_observed,supported
333,0x14d,Lob Rope,monster_ai_join,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,10,0,77,77,not_observed,supported
334,0x14e,名称未登録,monster_ai_join,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,61,61,not_observed,supported
335,0x14f,名称未登録,monster_ai_join,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
336,0x150,Miss & Fall,monster_ai_join,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,0,0,0,0,not_observed,supported
337,0x151,Tension 50,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,15,0,131,131,not_observed,supported
338,0x152,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,15,0,96,96,not_observed,supported
339,0x153,(46/256) [0F2] Call For Backup,monster_ai_join,b,2,ally,味方側,4,group,1グループ,ally_group,味方グループ,false,false,false,false,false,false,true,false,0,58,0,0,132,not_observed,supported
342,0x156,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,60,0,136,136,not_observed,supported
343,0x157,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,60,0,136,136,not_observed,supported
344,0x158,Call For Backup (winkster),monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
345,0x159,Call For Backup (badger mager),monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
346,0x15a,Call For Backup (badja),monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
347,0x15b,Call For Backup (healslime),monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
348,0x15c,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
349,0x15d,Call For Backup (cureslime),monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
350,0x15e,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
351,0x15f,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
352,0x160,Call For Backup (live lava),monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
353,0x161,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
354,0x162,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
356,0x164,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
358,0x166,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,135,135,not_observed,supported
359,0x167,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,10,135,135,not_observed,supported
360,0x168,Can't Make Up Mind,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
361,0x169,(48/256) [133] (1),monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
362,0x16a,(58/256) [0E1] Flee,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,134,134,not_observed,supported
363,0x16b,(42/256) [150] (1) Miss & Fall,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
364,0x16c,Fluff Around,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
365,0x16d,名称未登録,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
366,0x16e,Assess Situation,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
367,0x16f,名称未登録,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
368,0x170,名称未登録,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
369,0x171,名称未登録,unregistered,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
370,0x172,名称未登録,unregistered,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
371,0x173,さじんのヤリ,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,19,0,0,0,not_observed,supported
372,0x174,名称未登録,unregistered,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,1,0,0,0,not_observed,supported
373,0x175,名称未登録,unregistered,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,1,0,0,0,not_observed,supported
374,0x176,ストロスの[杖/つえ],actname_indexed,b,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,20,0,0,0,not_observed,supported
375,0x177,名称未登録,unregistered,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,1,0,0,0,not_observed,supported
376,0x178,マグマの[杖/つえ],actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
377,0x179,名称未登録,unregistered,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,1,0,0,0,not_observed,supported
378,0x17a,スーンスタッフ,actname_indexed,b,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,4,0,0,0,not_observed,supported
379,0x17b,ウィザードスタッフ,actname_indexed,b,2,ally,味方側,4,group,1グループ,ally_group,味方グループ,false,false,false,false,false,false,true,false,0,4,0,0,0,not_observed,supported
380,0x17c,まてきの[杖/つえ],actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,10,0,0,0,not_observed,supported
381,0x17d,ガナンのおうしゃく,actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,22,0,0,0,not_observed,supported
382,0x17e,名称未登録,unregistered,b,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,23,0,0,0,not_observed,supported
383,0x17f,ドラゴンの[杖/つえ],actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
384,0x180,名称未登録,unregistered,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,49,0,0,0,not_observed,supported
385,0x181,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,55,0,0,0,not_observed,supported
386,0x182,名称未登録,unregistered,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,0,0,not_observed,supported
387,0x183,きりんのおうぎ,actname_indexed,b,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
388,0x184,名称未登録,unregistered,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,1,0,0,0,not_observed,supported
389,0x185,ケイロンの[弓/ゆみ],actname_indexed,b,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,2,0,0,0,not_observed,supported
390,0x186,ほのおの[盾/たて],actname_indexed,b,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,61,0,0,0,not_observed,supported
391,0x187,こおりの[盾/たて],actname_indexed,b,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,62,0,0,0,not_observed,supported
392,0x188,ふうじんの[盾/たて],actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,32,0,0,0,not_observed,supported
393,0x189,混乱麻痺,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,2,0,0,0,not_observed,supported
394,0x18a,おやぶんの[盾/たて],actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,4,0,0,0,not_observed,supported
395,0x18b,[大/おお]おやぶんの[盾/たて],actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,4,0,0,0,not_observed,supported
396,0x18c,名称未登録,unregistered,b,2,ally,味方側,4,group,1グループ,ally_group,味方グループ,false,false,false,false,false,false,true,false,0,22,0,0,0,not_observed,supported
397,0x18d,いのりのゆびわ,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,26,0,0,0,not_observed,supported
398,0x18e,[特/とく]やくそう,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
399,0x18f,いやしそう,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
400,0x190,[上/じょう]どくけしそう,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
401,0x191,[特/とく]どくけしそう,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
402,0x192,きつけそう,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
403,0x193,つきのめぐみ,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
404,0x194,[天使/てんし]のすず,actname_indexed,b,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,27,0,0,0,not_observed,supported
405,0x195,ばんのうぐすり,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,79,0,0,0,not_observed,supported
406,0x196,[超/ちょう]ばんのうぐすり,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,80,0,0,0,not_observed,supported
407,0x197,せかいじゅのは,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,18,0,0,0,not_observed,supported
408,0x198,せかいじゅのしずく,actname_indexed,a,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,2,0,0,0,not_observed,supported
409,0x199,まほうのせいすい,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,26,0,0,0,not_observed,supported
410,0x19a,けんじゃのせいすい,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,26,0,0,0,not_observed,supported
411,0x19b,エルフののみぐすり,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,26,0,0,0,not_observed,supported
412,0x19c,おかしなくすり,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,21,0,0,0,not_observed,supported
413,0x19d,どくがのこな,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,24,0,0,0,not_observed,supported
414,0x19e,まだらくもいと,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,5,0,0,0,not_observed,supported
415,0x19f,ばくだん[石/いし],actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
416,0x1a0,けんじゃの[石/いし],actname_indexed,b,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,2,0,0,0,not_observed,supported
417,0x1a1,ミミックの[石/いし],actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,17,0,0,0,not_observed,supported
418,0x1a2,ぜんめつの[石/いし],actname_indexed,b,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,17,0,0,0,not_observed,supported
419,0x1a3,名称未登録,unregistered,a,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,92,0,0,0,not_observed,supported
420,0x1a4,名称未登録,unregistered,a,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,81,0,0,0,not_observed,supported
421,0x1a5,ちからのたね,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,29,0,0,0,not_observed,supported
422,0x1a6,きようさのたね,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,29,0,0,0,not_observed,supported
423,0x1a7,すばやさのたね,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,29,0,0,0,not_observed,supported
424,0x1a8,まもりのたね,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,29,0,0,0,not_observed,supported
425,0x1a9,まりょくのたね,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,29,0,0,0,not_observed,supported
426,0x1aa,しんこうのたね,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,29,0,0,0,not_observed,supported
427,0x1ab,スキルのたね,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,29,0,0,0,not_observed,supported
428,0x1ac,うつくしそう,actname_indexed,a,2,ally,味方側,7,field_context,フィールド・文脈依存,special_or_context,特殊・文脈依存,false,false,false,false,false,false,true,false,0,29,0,0,0,not_observed,supported
445,0x1bd,ゆめみの[花/はな],actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,8,0,0,0,not_observed,supported
446,0x1be,めざめの[花/はな],actname_indexed,b,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,9,0,0,0,not_observed,supported
447,0x1bf,ハッピークラッカー,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,10,0,0,0,not_observed,supported
448,0x1c0,おせちりょうり,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
449,0x1c1,ふつうのチョコ,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
450,0x1c2,ごうかなチョコ,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
451,0x1c3,ふつうのクッキー,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
452,0x1c4,ごうかなクッキー,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
453,0x1c5,クリスマスケーキ,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
454,0x1c6,バースデーケーキ,actname_indexed,a,2,ally,味方側,2,single,単体,ally_single,味方単体,false,false,false,false,false,false,true,false,0,2,0,0,0,not_observed,supported
455,0x1c7,メラミ,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,6,7,2,not_observed,supported
456,0x1c8,メラゾーマ,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,18,7,2,not_observed,supported
457,0x1c9,ドルマ,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,4,7,2,not_observed,supported
458,0x1ca,ドルクマ,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,7,7,2,not_observed,supported
459,0x1cb,ドルモーア,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,20,7,2,not_observed,supported
460,0x1cc,ヒャダルコ,actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,1,8,8,3,not_observed,supported
461,0x1cd,マヒャド,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,24,0,4,not_observed,supported
462,0x1ce,バギ,actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,1,3,8,3,not_observed,supported
463,0x1cf,バギマ,actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,1,8,8,3,not_observed,supported
464,0x1d0,バギクロス,actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,1,26,8,3,not_observed,supported
465,0x1d1,イオ,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,5,0,4,not_observed,supported
466,0x1d2,イオラ,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,10,0,4,not_observed,supported
467,0x1d3,イオナズン,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,28,0,4,not_observed,supported
468,0x1d4,ベホマズン,actname_indexed,b,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,2,128,12,12,not_observed,supported
469,0x1d5,マホトラ,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,28,0,137,138,not_observed,supported
470,0x1d6,Summon medislime,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
472,0x1d8,名称未登録,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,160,160,not_observed,supported
473,0x1d9,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,12,0,116,116,not_observed,supported
474,0x1da,名称未登録,monster_ai_join,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,11,0,142,142,not_observed,supported
476,0x1dc,やいばのぼうぎょ,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,66,0,0,0,not_observed,supported
477,0x1dd,サインぜめ,actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,0,0,not_observed,supported
479,0x1df,ゴールドシャワー,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,1,0,0,0,not_observed,supported
500,0x1f4,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,24,0,0,0,not_observed,supported
501,0x1f5,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
502,0x1f6,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
503,0x1f7,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
504,0x1f8,名称未登録,unregistered,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,0,0,0,0,not_observed,supported
505,0x1f9,[会心/かいしん][必中/ひっちゅう],actname_indexed,b,1,opponent,相手側,2,single,単体,opponent_single_formation_ignored,隊列無視,true,false,false,false,false,true,false,false,0,1,0,0,0,not_observed,supported
506,0x1fa,ゴスペルソング,actname_indexed,b,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,67,0,0,0,not_observed,supported
507,0x1fb,ミラクルゾーン,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,68,0,0,0,not_observed,supported
508,0x1fc,[一喝/いっかつ],actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,10,0,0,0,not_observed,supported
509,0x1fd,お[宝/たから]ハンター,actname_indexed,b,1,opponent,相手側,4,group,1グループ,opponent_group,グループ攻撃,false,false,false,false,true,true,false,false,0,69,0,0,0,not_observed,supported
510,0x1fe,アクロバットスター,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,70,0,0,0,not_observed,supported
511,0x1ff,テンションブースト,actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,71,0,0,0,not_observed,supported
512,0x200,ＥＸＰルーレット,actname_indexed,b,2,ally,味方側,3,all_on_side,全体,ally_all,味方全体,false,false,false,true,false,false,true,false,0,72,0,0,0,not_observed,supported
513,0x201,パラディンガード,actname_indexed,b,1,opponent,相手側,3,all_on_side,全体,opponent_all,全体攻撃,false,false,true,true,false,true,false,false,0,73,0,0,0,not_observed,supported
514,0x202,[神/かみ]の[息吹/いぶき],actname_indexed,b,2,ally,味方側,1,self,自分,self,自己,false,false,false,false,false,false,true,true,0,26,0,0,0,not_observed,supported
